Region,date,new_people_vaccinated,population,percent_of_pop_newly_vacc
Asia,1/08/2020,0,4679660000,0
Asia,2/08/2020,0,4679660000,0
Asia,3/08/2020,0,4679660000,0
Asia,4/08/2020,0,4679660000,0
Asia,5/08/2020,0,4679660000,0
Asia,6/08/2020,0,4679660000,0
Asia,7/08/2020,0,4679660000,0
Asia,8/08/2020,0,4679660000,0
Asia,9/08/2020,0,4679660000,0
Asia,10/08/2020,0,4679660000,0
Asia,11/08/2020,0,4679660000,0
Asia,12/08/2020,0,4679660000,0
Asia,13/08/2020,0,4679660000,0
Asia,14/08/2020,0,4679660000,0
Asia,15/08/2020,0,4679660000,0
Asia,16/08/2020,0,4679660000,0
Asia,17/08/2020,0,4679660000,0
Asia,18/08/2020,0,4679660000,0
Asia,19/08/2020,0,4679660000,0
Asia,20/08/2020,0,4679660000,0
Asia,21/08/2020,0,4679660000,0
Asia,22/08/2020,0,4679660000,0
Asia,23/08/2020,0,4679660000,0
Asia,24/08/2020,0,4679660000,0
Asia,25/08/2020,0,4679660000,0
Asia,26/08/2020,0,4679660000,0
Asia,27/08/2020,0,4679660000,0
Asia,28/08/2020,0,4679660000,0
Asia,29/08/2020,0,4679660000,0
Asia,30/08/2020,0,4679660000,0
Asia,31/08/2020,0,4679660000,0
Asia,1/09/2020,0,4679660000,0
Asia,2/09/2020,0,4679660000,0
Asia,3/09/2020,0,4679660000,0
Asia,4/09/2020,0,4679660000,0
Asia,5/09/2020,0,4679660000,0
Asia,6/09/2020,0,4679660000,0
Asia,7/09/2020,0,4679660000,0
Asia,8/09/2020,0,4679660000,0
Asia,9/09/2020,0,4679660000,0
Asia,10/09/2020,0,4679660000,0
Asia,11/09/2020,0,4679660000,0
Asia,12/09/2020,0,4679660000,0
Asia,13/09/2020,0,4679660000,0
Asia,14/09/2020,0,4679660000,0
Asia,15/09/2020,0,4679660000,0
Asia,16/09/2020,0,4679660000,0
Asia,17/09/2020,0,4679660000,0
Asia,18/09/2020,0,4679660000,0
Asia,19/09/2020,0,4679660000,0
Asia,20/09/2020,0,4679660000,0
Asia,21/09/2020,0,4679660000,0
Asia,22/09/2020,0,4679660000,0
Asia,23/09/2020,0,4679660000,0
Asia,24/09/2020,0,4679660000,0
Asia,25/09/2020,0,4679660000,0
Asia,26/09/2020,0,4679660000,0
Asia,27/09/2020,0,4679660000,0
Asia,28/09/2020,0,4679660000,0
Asia,29/09/2020,0,4679660000,0
Asia,30/09/2020,0,4679660000,0
Asia,1/10/2020,0,4679660000,0
Asia,2/10/2020,0,4679660000,0
Asia,3/10/2020,0,4679660000,0
Asia,4/10/2020,0,4679660000,0
Asia,5/10/2020,0,4679660000,0
Asia,6/10/2020,0,4679660000,0
Asia,7/10/2020,0,4679660000,0
Asia,8/10/2020,0,4679660000,0
Asia,9/10/2020,0,4679660000,0
Asia,10/10/2020,0,4679660000,0
Asia,11/10/2020,0,4679660000,0
Asia,12/10/2020,0,4679660000,0
Asia,13/10/2020,0,4679660000,0
Asia,14/10/2020,0,4679660000,0
Asia,15/10/2020,0,4679660000,0
Asia,16/10/2020,0,4679660000,0
Asia,17/10/2020,0,4679660000,0
Asia,18/10/2020,0,4679660000,0
Asia,19/10/2020,0,4679660000,0
Asia,20/10/2020,0,4679660000,0
Asia,21/10/2020,0,4679660000,0
Asia,22/10/2020,0,4679660000,0
Asia,23/10/2020,0,4679660000,0
Asia,24/10/2020,0,4679660000,0
Asia,25/10/2020,0,4679660000,0
Asia,26/10/2020,0,4679660000,0
Asia,27/10/2020,0,4679660000,0
Asia,28/10/2020,0,4679660000,0
Asia,29/10/2020,0,4679660000,0
Asia,30/10/2020,0,4679660000,0
Asia,31/10/2020,0,4679660000,0
Asia,1/11/2020,0,4679660000,0
Asia,2/11/2020,0,4679660000,0
Asia,3/11/2020,0,4679660000,0
Asia,4/11/2020,0,4679660000,0
Asia,5/11/2020,0,4679660000,0
Asia,6/11/2020,0,4679660000,0
Asia,7/11/2020,0,4679660000,0
Asia,8/11/2020,0,4679660000,0
Asia,9/11/2020,0,4679660000,0
Asia,10/11/2020,0,4679660000,0
Asia,11/11/2020,0,4679660000,0
Asia,12/11/2020,0,4679660000,0
Asia,13/11/2020,0,4679660000,0
Asia,14/11/2020,0,4679660000,0
Asia,15/11/2020,0,4679660000,0
Asia,16/11/2020,0,4679660000,0
Asia,17/11/2020,0,4679660000,0
Asia,18/11/2020,0,4679660000,0
Asia,19/11/2020,0,4679660000,0
Asia,20/11/2020,0,4679660000,0
Asia,21/11/2020,0,4679660000,0
Asia,22/11/2020,0,4679660000,0
Asia,23/11/2020,0,4679660000,0
Asia,24/11/2020,0,4679660000,0
Asia,25/11/2020,0,4679660000,0
Asia,26/11/2020,0,4679660000,0
Asia,27/11/2020,0,4679660000,0
Asia,28/11/2020,0,4679660000,0
Asia,29/11/2020,0,4679660000,0
Asia,30/11/2020,0,4679660000,0
Asia,1/12/2020,0,4679660000,0
Asia,2/12/2020,0,4679660000,0
Asia,3/12/2020,0,4679660000,0
Asia,4/12/2020,0,4679660000,0
Asia,5/12/2020,0,4679660000,0
Asia,6/12/2020,0,4679660000,0
Asia,7/12/2020,0,4679660000,0
Asia,8/12/2020,0,4679660000,0
Asia,9/12/2020,0,4679660000,0
Asia,10/12/2020,0,4679660000,0
Asia,11/12/2020,0,4679660000,0
Asia,12/12/2020,0,4679660000,0
Asia,13/12/2020,0,4679660000,0
Asia,14/12/2020,0,4679660000,0
Asia,15/12/2020,0,4679660000,0
Asia,16/12/2020,0,4679660000,0
Asia,17/12/2020,0,4679660000,0
Asia,18/12/2020,0,4679660000,0
Asia,19/12/2020,0,4679660000,0
Asia,20/12/2020,14794,4679660000,3.16134E-06
Asia,21/12/2020,32320,4679660000,6.90648E-06
Asia,22/12/2020,51326,4679660000,1.09679E-05
Asia,23/12/2020,69952,4679660000,1.49481E-05
Asia,24/12/2020,107548,4679660000,2.2982E-05
Asia,25/12/2020,95530,4679660000,2.04139E-05
Asia,26/12/2020,89674,4679660000,1.91625E-05
Asia,27/12/2020,116368,4679660000,2.48668E-05
Asia,28/12/2020,146928,4679660000,3.13972E-05
Asia,29/12/2020,181400,4679660000,3.87635E-05
Asia,30/12/2020,206780,4679660000,4.4187E-05
Asia,31/12/2020,228280,4679660000,4.87813E-05
Asia,1/01/2021,237114,4679660000,5.06691E-05
Asia,2/01/2021,247844,4679660000,5.2962E-05
Asia,3/01/2021,260502,4679660000,5.56669E-05
Asia,4/01/2021,265492,4679660000,5.67332E-05
Asia,5/01/2021,257076,4679660000,5.49348E-05
Asia,6/01/2021,243678,4679660000,5.20717E-05
Asia,7/01/2021,232078,4679660000,4.95929E-05
Asia,8/01/2021,232328,4679660000,4.96463E-05
Asia,9/01/2021,226050,4679660000,4.83048E-05
Asia,10/01/2021,195144,4679660000,4.17005E-05
Asia,11/01/2021,279294,4679660000,5.96825E-05
Asia,12/01/2021,252102,4679660000,5.38719E-05
Asia,13/01/2021,270392,4679660000,5.77803E-05
Asia,14/01/2021,256110,4679660000,5.47283E-05
Asia,15/01/2021,249322,4679660000,5.32778E-05
Asia,16/01/2021,630244,4679660000,0.000134677
Asia,17/01/2021,480674,4679660000,0.000102716
Asia,18/01/2021,579714,4679660000,0.00012388
Asia,19/01/2021,627966,4679660000,0.000134191
Asia,20/01/2021,620170,4679660000,0.000132525
Asia,21/01/2021,648354,4679660000,0.000138547
Asia,22/01/2021,697710,4679660000,0.000149094
Asia,23/01/2021,697232,4679660000,0.000148992
Asia,24/01/2021,696620,4679660000,0.000148861
Asia,25/01/2021,752184,4679660000,0.000160735
Asia,26/01/2021,714156,4679660000,0.000152609
Asia,27/01/2021,793106,4679660000,0.000169479
Asia,28/01/2021,944568,4679660000,0.000201845
Asia,29/01/2021,1040734,4679660000,0.000222395
Asia,30/01/2021,1107718,4679660000,0.000236709
Asia,31/01/2021,1109832,4679660000,0.000237161
Asia,1/02/2021,1070066,4679660000,0.000228663
Asia,2/02/2021,1142500,4679660000,0.000244142
Asia,3/02/2021,1147326,4679660000,0.000245173
Asia,4/02/2021,1120940,4679660000,0.000239534
Asia,5/02/2021,1090074,4679660000,0.000232939
Asia,6/02/2021,1089776,4679660000,0.000232875
Asia,7/02/2021,1078890,4679660000,0.000230549
Asia,8/02/2021,1146708,4679660000,0.000245041
Asia,9/02/2021,1202080,4679660000,0.000256873
Asia,10/02/2021,1284978,4679660000,0.000274588
Asia,11/02/2021,1308120,4679660000,0.000279533
Asia,12/02/2021,1331502,4679660000,0.00028453
Asia,13/02/2021,1662146,4679660000,0.000355185
Asia,14/02/2021,1657158,4679660000,0.000354119
Asia,15/02/2021,1721406,4679660000,0.000367849
Asia,16/02/2021,1843024,4679660000,0.000393837
Asia,17/02/2021,1884042,4679660000,0.000402602
Asia,18/02/2021,2047040,4679660000,0.000437433
Asia,19/02/2021,2026490,4679660000,0.000433042
Asia,20/02/2021,2071042,4679660000,0.000442562
Asia,21/02/2021,2049786,4679660000,0.00043802
Asia,22/02/2021,2018412,4679660000,0.000431316
Asia,23/02/2021,2037462,4679660000,0.000435387
Asia,24/02/2021,2012270,4679660000,0.000430003
Asia,25/02/2021,1858168,4679660000,0.000397073
Asia,26/02/2021,1824530,4679660000,0.000389885
Asia,27/02/2021,1807114,4679660000,0.000386164
Asia,28/02/2021,1781860,4679660000,0.000380767
Asia,1/03/2021,1865238,4679660000,0.000398584
Asia,2/03/2021,1972382,4679660000,0.00042148
Asia,3/03/2021,2170332,4679660000,0.00046378
Asia,4/03/2021,2356084,4679660000,0.000503473
Asia,5/03/2021,2586186,4679660000,0.000552644
Asia,6/03/2021,2899134,4679660000,0.000619518
Asia,7/03/2021,2918452,4679660000,0.000623646
Asia,8/03/2021,3327638,4679660000,0.000711085
Asia,9/03/2021,3479098,4679660000,0.000743451
Asia,10/03/2021,3500418,4679660000,0.000748007
Asia,11/03/2021,3318650,4679660000,0.000709165
Asia,12/03/2021,3450390,4679660000,0.000737316
Asia,13/03/2021,3474992,4679660000,0.000742574
Asia,14/03/2021,3460290,4679660000,0.000739432
Asia,15/03/2021,3671344,4679660000,0.000784532
Asia,16/03/2021,3856604,4679660000,0.000824121
Asia,17/03/2021,4049658,4679660000,0.000865374
Asia,18/03/2021,4443822,4679660000,0.000949604
Asia,19/03/2021,4665872,4679660000,0.000997054
Asia,20/03/2021,4926524,4679660000,0.001052753
Asia,21/03/2021,5127986,4679660000,0.001095803
Asia,22/03/2021,5219048,4679660000,0.001115262
Asia,23/03/2021,5255832,4679660000,0.001123123
Asia,24/03/2021,5345340,4679660000,0.00114225
Asia,25/03/2021,5500610,4679660000,0.001175429
Asia,26/03/2021,5621130,4679660000,0.001201183
Asia,27/03/2021,5729240,4679660000,0.001224286
Asia,28/03/2021,5572250,4679660000,0.001190738
Asia,29/03/2021,4879050,4679660000,0.001042608
Asia,30/03/2021,4855458,4679660000,0.001037566
Asia,31/03/2021,4860470,4679660000,0.001038637
Asia,1/04/2021,5206970,4679660000,0.001112681
Asia,2/04/2021,5499230,4679660000,0.001175135
Asia,3/04/2021,5681082,4679660000,0.001213995
Asia,4/04/2021,6461980,4679660000,0.001380865
Asia,5/04/2021,7406822,4679660000,0.001582769
Asia,6/04/2021,7943162,4679660000,0.00169738
Asia,7/04/2021,8248816,4679660000,0.001762696
Asia,8/04/2021,8385778,4679660000,0.001791963
Asia,9/04/2021,8394122,4679660000,0.001793746
Asia,10/04/2021,8541022,4679660000,0.001825137
Asia,11/04/2021,8475350,4679660000,0.001811104
Asia,12/04/2021,8442178,4679660000,0.001804015
Asia,13/04/2021,8027958,4679660000,0.0017155
Asia,14/04/2021,7935332,4679660000,0.001695707
Asia,15/04/2021,7460580,4679660000,0.001594257
Asia,16/04/2021,7048186,4679660000,0.001506132
Asia,17/04/2021,6731868,4679660000,0.001438538
Asia,18/04/2021,6204470,4679660000,0.001325838
Asia,19/04/2021,5845120,4679660000,0.001249048
Asia,20/04/2021,5516872,4679660000,0.001178904
Asia,21/04/2021,5084192,4679660000,0.001086445
Asia,22/04/2021,5099528,4679660000,0.001089722
Asia,23/04/2021,4955310,4679660000,0.001058904
Asia,24/04/2021,4816234,4679660000,0.001029185
Asia,25/04/2021,4958106,4679660000,0.001059501
Asia,26/04/2021,4971764,4679660000,0.00106242
Asia,27/04/2021,5114972,4679660000,0.001093022
Asia,28/04/2021,5340034,4679660000,0.001141116
Asia,29/04/2021,5125172,4679660000,0.001095202
Asia,30/04/2021,5176070,4679660000,0.001106078
Asia,1/05/2021,4995738,4679660000,0.001067543
Asia,2/05/2021,4730604,4679660000,0.001010886
Asia,3/05/2021,4350104,4679660000,0.000929577
Asia,4/05/2021,4194764,4679660000,0.000896382
Asia,5/05/2021,3978736,4679660000,0.000850219
Asia,6/05/2021,4086258,4679660000,0.000873195
Asia,7/05/2021,3977614,4679660000,0.000849979
Asia,8/05/2021,4090716,4679660000,0.000874148
Asia,9/05/2021,4154570,4679660000,0.000887793
Asia,10/05/2021,4325588,4679660000,0.000924338
Asia,11/05/2021,4412260,4679660000,0.000942859
Asia,12/05/2021,4406346,4679660000,0.000941595
Asia,13/05/2021,4230844,4679660000,0.000904092
Asia,14/05/2021,4028322,4679660000,0.000860815
Asia,15/05/2021,4067880,4679660000,0.000869268
Asia,16/05/2021,4122192,4679660000,0.000880874
Asia,17/05/2021,4120400,4679660000,0.000880491
Asia,18/05/2021,4215982,4679660000,0.000900916
Asia,19/05/2021,4332392,4679660000,0.000925792
Asia,20/05/2021,4570498,4679660000,0.000976673
Asia,21/05/2021,5008222,4679660000,0.001070211
Asia,22/05/2021,5135514,4679660000,0.001097412
Asia,23/05/2021,5291540,4679660000,0.001130753
Asia,24/05/2021,5658660,4679660000,0.001209203
Asia,25/05/2021,5840390,4679660000,0.001248037
Asia,26/05/2021,6382706,4679660000,0.001363925
Asia,27/05/2021,6986900,4679660000,0.001493036
Asia,28/05/2021,7276044,4679660000,0.001554823
Asia,29/05/2021,8039280,4679660000,0.00171792
Asia,30/05/2021,8297730,4679660000,0.001773148
Asia,31/05/2021,8282352,4679660000,0.001769862
Asia,1/06/2021,8727942,4679660000,0.00186508
Asia,2/06/2021,8796020,4679660000,0.001879628
Asia,3/06/2021,8819888,4679660000,0.001884728
Asia,4/06/2021,9723586,4679660000,0.00207784
Asia,5/06/2021,9331748,4679660000,0.001994108
Asia,6/06/2021,9631740,4679660000,0.002058214
Asia,7/06/2021,10185536,4679660000,0.002176555
Asia,8/06/2021,10675516,4679660000,0.002281259
Asia,9/06/2021,11080054,4679660000,0.002367705
Asia,10/06/2021,11533052,4679660000,0.002464506
Asia,11/06/2021,23056068,4679660000,0.004926868
Asia,12/06/2021,23436148,4679660000,0.005008088
Asia,13/06/2021,23787672,4679660000,0.005083205
Asia,14/06/2021,24069168,4679660000,0.005143358
Asia,15/06/2021,24200716,4679660000,0.005171469
Asia,16/06/2021,24576476,4679660000,0.005251765
Asia,17/06/2021,25229090,4679660000,0.005391223
Asia,18/06/2021,25382970,4679660000,0.005424106
Asia,19/06/2021,25921640,4679660000,0.005539214
Asia,20/06/2021,26283680,4679660000,0.005616579
Asia,21/06/2021,27887950,4679660000,0.005959397
Asia,22/06/2021,28442326,4679660000,0.006077862
Asia,23/06/2021,28231334,4679660000,0.006032775
Asia,24/06/2021,28459048,4679660000,0.006081435
Asia,25/06/2021,29066250,4679660000,0.006211188
Asia,26/06/2021,29913008,4679660000,0.006392133
Asia,27/06/2021,29899228,4679660000,0.006389188
Asia,28/06/2021,28355706,4679660000,0.006059352
Asia,29/06/2021,28195304,4679660000,0.006025075
Asia,30/06/2021,27924130,4679660000,0.005967128
Asia,1/07/2021,27330338,4679660000,0.00584024
Asia,2/07/2021,25794300,4679660000,0.005512003
Asia,3/07/2021,25492904,4679660000,0.005447597
Asia,4/07/2021,25265250,4679660000,0.00539895
Asia,5/07/2021,25045896,4679660000,0.005352076
Asia,6/07/2021,24386184,4679660000,0.005211102
Asia,7/07/2021,24601684,4679660000,0.005257152
Asia,8/07/2021,25699110,4679660000,0.005491662
Asia,9/07/2021,26326228,4679660000,0.005625671
Asia,10/07/2021,25252294,4679660000,0.005396181
Asia,11/07/2021,24686636,4679660000,0.005275305
Asia,12/07/2021,24764402,4679660000,0.005291923
Asia,13/07/2021,25540794,4679660000,0.005457831
Asia,14/07/2021,26012178,4679660000,0.005558562
Asia,15/07/2021,24825274,4679660000,0.005304931
Asia,16/07/2021,24978258,4679660000,0.005337622
Asia,17/07/2021,25544946,4679660000,0.005458718
Asia,18/07/2021,25935474,4679660000,0.005542171
Asia,19/07/2021,25802190,4679660000,0.005513689
Asia,20/07/2021,24877564,4679660000,0.005316105
Asia,21/07/2021,23953698,4679660000,0.005118683
Asia,22/07/2021,23849854,4679660000,0.005096493
Asia,23/07/2021,23631896,4679660000,0.005049917
Asia,24/07/2021,23360448,4679660000,0.004991911
Asia,25/07/2021,23203296,4679660000,0.004958329
Asia,26/07/2021,24176240,4679660000,0.005166239
Asia,27/07/2021,24772812,4679660000,0.00529372
Asia,28/07/2021,25760036,4679660000,0.005504681
Asia,29/07/2021,26505608,4679660000,0.005664003
Asia,30/07/2021,27558142,4679660000,0.00588892
Asia,31/07/2021,28514414,4679660000,0.006093266
Asia,1/08/2021,29593880,4679660000,0.006323938
Asia,2/08/2021,30025514,4679660000,0.006416174
Asia,3/08/2021,31044178,4679660000,0.006633853
Asia,4/08/2021,30896970,4679660000,0.006602396
Asia,5/08/2021,30894194,4679660000,0.006601803
Asia,6/08/2021,31012846,4679660000,0.006627158
Asia,7/08/2021,30918628,4679660000,0.006607024
Asia,8/08/2021,31116640,4679660000,0.006649338
Asia,9/08/2021,30998908,4679660000,0.00662418
Asia,10/08/2021,30723448,4679660000,0.006565316
Asia,11/08/2021,31187606,4679660000,0.006664503
Asia,12/08/2021,31679044,4679660000,0.006769518
Asia,13/08/2021,32050114,4679660000,0.006848813
Asia,14/08/2021,32360622,4679660000,0.006915165
Asia,15/08/2021,31725238,4679660000,0.00677939
Asia,16/08/2021,31250248,4679660000,0.006677889
Asia,17/08/2021,31124332,4679660000,0.006650981
Asia,18/08/2021,30900008,4679660000,0.006603046
Asia,19/08/2021,29977434,4679660000,0.0064059
Asia,20/08/2021,29356062,4679660000,0.006273119
Asia,21/08/2021,28328858,4679660000,0.006053615
Asia,22/08/2021,28165294,4679660000,0.006018662
Asia,23/08/2021,27338840,4679660000,0.005842057
Asia,24/08/2021,27256022,4679660000,0.005824359
Asia,25/08/2021,28158172,4679660000,0.006017141
Asia,26/08/2021,28706176,4679660000,0.006134244
Asia,27/08/2021,28804970,4679660000,0.006155355
Asia,28/08/2021,29163316,4679660000,0.006231931
Asia,29/08/2021,28719386,4679660000,0.006137067
Asia,30/08/2021,28955100,4679660000,0.006187437
Asia,31/08/2021,27727984,4679660000,0.005925213
Asia,1/09/2021,28195046,4679660000,0.00602502
Asia,2/09/2021,27142072,4679660000,0.005800009
Asia,3/09/2021,25833738,4679660000,0.005520431
Asia,4/09/2021,23992252,4679660000,0.005126922
Asia,5/09/2021,23899990,4679660000,0.005107207
Asia,6/09/2021,23363630,4679660000,0.004992591
Asia,7/09/2021,24435012,4679660000,0.005221536
Asia,8/09/2021,22876702,4679660000,0.004888539
Asia,9/09/2021,23420746,4679660000,0.005004797
Asia,10/09/2021,22837028,4679660000,0.004880061
Asia,11/09/2021,24072572,4679660000,0.005144086
Asia,12/09/2021,23734116,4679660000,0.005071761
Asia,13/09/2021,24250114,4679660000,0.005182025
Asia,14/09/2021,22336902,4679660000,0.004773189
Asia,15/09/2021,21565576,4679660000,0.004608364
Asia,16/09/2021,20868568,4679660000,0.00445942
Asia,17/09/2021,21238158,4679660000,0.004538398
Asia,18/09/2021,22680936,4679660000,0.004846706
Asia,19/09/2021,23328702,4679660000,0.004985128
Asia,20/09/2021,22704780,4679660000,0.004851801
Asia,21/09/2021,23995340,4679660000,0.005127582
Asia,22/09/2021,23999332,4679660000,0.005128435
Asia,23/09/2021,24424198,4679660000,0.005219225
Asia,24/09/2021,25653356,4679660000,0.005481885
Asia,25/09/2021,23474150,4679660000,0.005016208
Asia,26/09/2021,22875032,4679660000,0.004888182
Asia,27/09/2021,24434248,4679660000,0.005221372
Asia,28/09/2021,23861166,4679660000,0.00509891
Asia,29/09/2021,25718454,4679660000,0.005495795
Asia,30/09/2021,25257844,4679660000,0.005397367
Asia,1/10/2021,24372758,4679660000,0.005208233
Asia,2/10/2021,25024412,4679660000,0.005347485
Asia,3/10/2021,25112254,4679660000,0.005366256
Asia,4/10/2021,23353788,4679660000,0.004990488
Asia,5/10/2021,23317976,4679660000,0.004982836
Asia,6/10/2021,20960714,4679660000,0.00447911
Asia,7/10/2021,20021638,4679660000,0.004278439
Asia,8/10/2021,20017028,4679660000,0.004277453
Asia,9/10/2021,19783984,4679660000,0.004227654
Asia,10/10/2021,20068498,4679660000,0.004288452
Asia,11/10/2021,19627974,4679660000,0.004194316
Asia,12/10/2021,19540416,4679660000,0.004175606
Asia,13/10/2021,19476880,4679660000,0.004162029
Asia,14/10/2021,19568414,4679660000,0.004181589
Asia,15/10/2021,18700368,4679660000,0.003996095
Asia,16/10/2021,17737674,4679660000,0.003790377
Asia,17/10/2021,17096434,4679660000,0.00365335
Asia,18/10/2021,17188286,4679660000,0.003672978
Asia,19/10/2021,17408922,4679660000,0.003720125
Asia,20/10/2021,18324774,4679660000,0.003915834
Asia,21/10/2021,18606438,4679660000,0.003976023
Asia,22/10/2021,19005700,4679660000,0.004061342
Asia,23/10/2021,19217278,4679660000,0.004106554
Asia,24/10/2021,19451776,4679660000,0.004156664
Asia,25/10/2021,18903742,4679660000,0.004039555
Asia,26/10/2021,18218300,4679660000,0.003893082
Asia,27/10/2021,17151312,4679660000,0.003665077
Asia,28/10/2021,16952726,4679660000,0.003622641
Asia,29/10/2021,17087680,4679660000,0.003651479
Asia,30/10/2021,17322216,4679660000,0.003701597
Asia,31/10/2021,16679348,4679660000,0.003564222
Asia,1/11/2021,17088780,4679660000,0.003651714
Asia,2/11/2021,16501494,4679660000,0.003526216
Asia,3/11/2021,16450128,4679660000,0.00351524
Asia,4/11/2021,15943168,4679660000,0.003406907
Asia,5/11/2021,14936856,4679660000,0.003191868
Asia,6/11/2021,14059988,4679660000,0.003004489
Asia,7/11/2021,14242122,4679660000,0.00304341
Asia,8/11/2021,14247792,4679660000,0.003044621
Asia,9/11/2021,14840682,4679660000,0.003171316
Asia,10/11/2021,15091998,4679660000,0.00322502
Asia,11/11/2021,15223158,4679660000,0.003253048
Asia,12/11/2021,15716404,4679660000,0.00335845
Asia,13/11/2021,16209878,4679660000,0.003463901
Asia,14/11/2021,15780346,4679660000,0.003372114
Asia,15/11/2021,15401388,4679660000,0.003291134
Asia,16/11/2021,15035078,4679660000,0.003212857
Asia,17/11/2021,14543364,4679660000,0.003107782
Asia,18/11/2021,14355030,4679660000,0.003067537
Asia,19/11/2021,14144608,4679660000,0.003022572
Asia,20/11/2021,14064538,4679660000,0.003005462
Asia,21/11/2021,13935164,4679660000,0.002977815
Asia,22/11/2021,14036332,4679660000,0.002999434
Asia,23/11/2021,13992418,4679660000,0.00299005
Asia,24/11/2021,13967266,4679660000,0.002984675
Asia,25/11/2021,13687910,4679660000,0.00292498
Asia,26/11/2021,13860542,4679660000,0.002961869
Asia,27/11/2021,13131872,4679660000,0.002806159
Asia,28/11/2021,13771224,4679660000,0.002942783
Asia,29/11/2021,13808238,4679660000,0.002950693
Asia,30/11/2021,13861476,4679660000,0.002962069
Asia,1/12/2021,14219474,4679660000,0.00303857
Asia,2/12/2021,14690428,4679660000,0.003139208
Asia,3/12/2021,13897090,4679660000,0.002969679
Asia,4/12/2021,14438520,4679660000,0.003085378
Asia,5/12/2021,13631682,4679660000,0.002912964
Asia,6/12/2021,13171514,4679660000,0.002814631
Asia,7/12/2021,12774118,4679660000,0.002729711
Asia,8/12/2021,11874566,4679660000,0.002537485
Asia,9/12/2021,11485322,4679660000,0.002454307
Asia,10/12/2021,11266154,4679660000,0.002407473
Asia,11/12/2021,11426668,4679660000,0.002441773
Asia,12/12/2021,11233646,4679660000,0.002400526
Asia,13/12/2021,11081268,4679660000,0.002367964
Asia,14/12/2021,11235010,4679660000,0.002400818
Asia,15/12/2021,11112620,4679660000,0.002374664
Asia,16/12/2021,10658540,4679660000,0.002277631
Asia,17/12/2021,11016234,4679660000,0.002354067
Asia,18/12/2021,10510072,4679660000,0.002245905
Asia,19/12/2021,10398722,4679660000,0.002222111
Asia,20/12/2021,10359626,4679660000,0.002213756
Asia,21/12/2021,10151002,4679660000,0.002169175
Asia,22/12/2021,9951554,4679660000,0.002126555
Asia,23/12/2021,10178730,4679660000,0.0021751
Asia,24/12/2021,10014494,4679660000,0.002140005
Asia,25/12/2021,10158084,4679660000,0.002170688
Asia,26/12/2021,10038372,4679660000,0.002145107
Asia,27/12/2021,10064766,4679660000,0.002150747
Asia,28/12/2021,10035766,4679660000,0.00214455
Asia,29/12/2021,10364184,4679660000,0.00221473
Asia,30/12/2021,10001056,4679660000,0.002137133
Asia,31/12/2021,9906672,4679660000,0.002116964
Asia,1/01/2022,9256872,4679660000,0.001978108
Asia,2/01/2022,10079198,4679660000,0.002153831
Asia,3/01/2022,10770864,4679660000,0.002301634
Asia,4/01/2022,11295072,4679660000,0.002413652
Asia,5/01/2022,12195558,4679660000,0.002606078
Asia,6/01/2022,13511098,4679660000,0.002887197
Asia,7/01/2022,15173656,4679660000,0.00324247
Asia,8/01/2022,15124918,4679660000,0.003232055
Asia,9/01/2022,15407358,4679660000,0.00329241
Asia,10/01/2022,14985462,4679660000,0.003202254
Asia,11/01/2022,15678076,4679660000,0.00335026
Asia,12/01/2022,15187738,4679660000,0.003245479
Asia,13/01/2022,14752224,4679660000,0.003152414
Asia,14/01/2022,12771014,4679660000,0.002729047
Asia,15/01/2022,14077686,4679660000,0.003008271
Asia,16/01/2022,13662576,4679660000,0.002919566
Asia,17/01/2022,13804436,4679660000,0.00294988
Asia,18/01/2022,11774984,4679660000,0.002516205
Asia,19/01/2022,12456758,4679660000,0.002661894
Asia,20/01/2022,12100756,4679660000,0.002585819
Asia,21/01/2022,12614712,4679660000,0.002695647
Asia,22/01/2022,11667788,4679660000,0.002493298
Asia,23/01/2022,10996288,4679660000,0.002349805
Asia,24/01/2022,9894782,4679660000,0.002114423
Asia,25/01/2022,10385136,4679660000,0.002219207
Asia,26/01/2022,8794060,4679660000,0.001879209
Asia,27/01/2022,7769160,4679660000,0.001660198
Asia,28/01/2022,7163334,4679660000,0.001530738
Asia,29/01/2022,6691494,4679660000,0.00142991
Asia,30/01/2022,6721684,4679660000,0.001436362
Asia,31/01/2022,7191066,4679660000,0.001536664
Asia,1/02/2022,6863788,4679660000,0.001466728
Asia,2/02/2022,6671022,4679660000,0.001425536
Asia,3/02/2022,6910800,4679660000,0.001476774
Asia,4/02/2022,6884138,4679660000,0.001471077
Asia,5/02/2022,7106556,4679660000,0.001518605
Asia,6/02/2022,6960352,4679660000,0.001487363
Asia,7/02/2022,6628928,4679660000,0.001416541
Asia,8/02/2022,6806294,4679660000,0.001454442
Asia,9/02/2022,7039922,4679660000,0.001504366
Asia,10/02/2022,6884710,4679660000,0.001471199
Asia,11/02/2022,7180452,4679660000,0.001534396
Asia,12/02/2022,6956524,4679660000,0.001486545
Asia,13/02/2022,7086046,4679660000,0.001514222
Asia,14/02/2022,7424036,4679660000,0.001586448
Asia,15/02/2022,7314746,4679660000,0.001563093
Asia,16/02/2022,6960798,4679660000,0.001487458
Asia,17/02/2022,7059720,4679660000,0.001508597
Asia,18/02/2022,6578018,4679660000,0.001405662
Asia,19/02/2022,6713068,4679660000,0.00143452
Asia,20/02/2022,6258884,4679660000,0.001337466
